From Date,To Date,Toluene,Temp,RH,WS,WD
25-10-2021 13:00,25-10-2021 13:15,0.2,None,45.5,1.9,352.5
25-10-2021 13:15,25-10-2021 13:30,0.2,None,45.5,1.5,359.7
25-10-2021 13:30,25-10-2021 13:45,0.2,None,45.2,1.4,0.9
25-10-2021 13:45,25-10-2021 14:00,0.8,None,44.3,1.6,347.9
25-10-2021 14:00,25-10-2021 14:15,1.3,None,43.2,1.3,1
25-10-2021 14:15,25-10-2021 14:30,1.2,None,43.4,1.6,355.1
25-10-2021 14:30,25-10-2021 14:45,0.6,None,44,1.6,358
25-10-2021 14:45,25-10-2021 15:00,0.4,None,43.7,1.6,354.1
25-10-2021 15:00,25-10-2021 15:15,0.5,None,43.5,1.1,358.7
25-10-2021 15:15,25-10-2021 15:30,0.8,None,43.9,1.3,352.7
25-10-2021 15:30,25-10-2021 15:45,0.9,None,44.2,1.6,354.2
25-10-2021 15:45,25-10-2021 16:00,0.7,None,44.8,1.3,353
25-10-2021 16:00,25-10-2021 16:15,0.9,None,45.1,1.5,348.8
25-10-2021 16:15,25-10-2021 16:30,0.4,None,45.9,1.6,350.8
25-10-2021 16:30,25-10-2021 16:45,0.5,None,46.8,1.6,348.8
25-10-2021 16:45,25-10-2021 17:00,0.4,None,48,1.4,345.6
25-10-2021 17:00,25-10-2021 17:15,0.3,None,49.6,1.2,346.5
25-10-2021 17:15,25-10-2021 17:30,0.2,None,52.6,1.1,339.4
25-10-2021 17:30,25-10-2021 17:45,0.2,None,57.5,0.8,333.1
25-10-2021 17:45,25-10-2021 18:00,0.3,None,61.6,0.9,332.9
25-10-2021 18:00,25-10-2021 18:15,0.2,None,64.9,0.7,323.4
25-10-2021 18:15,25-10-2021 18:30,0.3,None,67.3,0.8,322
25-10-2021 18:30,25-10-2021 18:45,0.2,None,69.3,1,335.2
25-10-2021 18:45,25-10-2021 19:00,0.2,None,67.1,1.1,342.5
25-10-2021 19:00,25-10-2021 19:15,0.2,None,67.7,0.9,337.8
25-10-2021 19:15,25-10-2021 19:30,0.6,None,69.1,0.7,345.7
25-10-2021 19:30,25-10-2021 19:45,0.4,None,71.1,0.9,342.7
25-10-2021 19:45,25-10-2021 20:00,0.4,None,73.6,0.5,319.3
25-10-2021 20:00,25-10-2021 20:15,0.3,None,74.5,0.5,325.2
25-10-2021 20:15,25-10-2021 20:30,0.3,None,75.7,0.7,348.8
25-10-2021 20:30,25-10-2021 20:45,0.3,None,76.9,0.7,337
25-10-2021 20:45,25-10-2021 21:00,0.4,None,77.2,0.7,332.3
25-10-2021 21:00,25-10-2021 21:15,0.4,None,77.4,0.4,321.4
25-10-2021 21:15,25-10-2021 21:30,0.5,None,77.6,0.2,334.3
25-10-2021 21:30,25-10-2021 21:45,0.6,None,78,0.3,338.4
25-10-2021 21:45,25-10-2021 22:00,0.7,None,78.3,0.4,225
25-10-2021 22:00,25-10-2021 22:15,0.6,None,78.3,0.5,255.7
25-10-2021 22:15,25-10-2021 22:30,0.7,None,78.2,0.5,304.2
25-10-2021 22:30,25-10-2021 22:45,0.7,None,79,0.7,337.7
25-10-2021 22:45,25-10-2021 23:00,0.6,None,79.7,0.8,337.2
25-10-2021 23:00,25-10-2021 23:15,0.5,None,80.2,0.6,333.1
25-10-2021 23:15,25-10-2021 23:30,0.5,None,81.2,0.9,332.9
25-10-2021 23:30,25-10-2021 23:45,0.5,None,82.4,1,334.9
25-10-2021 23:45,26-10-2021 00:00,0.6,None,82.4,0.8,331.1
26-10-2021 00:00,26-10-2021 00:15,0.6,None,83,0.7,328.8
26-10-2021 00:15,26-10-2021 00:30,0.6,None,83.1,1,338.6
26-10-2021 00:30,26-10-2021 00:45,0.7,None,83,0.9,333.7
26-10-2021 00:45,26-10-2021 01:00,0.7,None,83,0.9,334.2
26-10-2021 01:00,26-10-2021 01:15,0.8,None,83,1.1,337.5
26-10-2021 01:15,26-10-2021 01:30,0.8,None,82.6,0.6,346.4
26-10-2021 01:30,26-10-2021 01:45,0.8,None,82.9,0.5,330.2
26-10-2021 01:45,26-10-2021 02:00,0.8,None,82.9,0.6,330.7
26-10-2021 02:00,26-10-2021 02:15,0.9,None,82.9,0.7,328
26-10-2021 02:15,26-10-2021 02:30,0.8,None,83,0.7,331.8
26-10-2021 02:30,26-10-2021 02:45,0.8,None,83.1,0.5,323.9
26-10-2021 02:45,26-10-2021 03:00,0.9,None,83.1,0.5,231
26-10-2021 03:00,26-10-2021 03:15,0.7,None,83.1,0.5,249.1
26-10-2021 03:15,26-10-2021 03:30,0.7,None,83.2,0.5,279.3
26-10-2021 03:30,26-10-2021 03:45,0.7,None,83.3,0.5,298.3
26-10-2021 03:45,26-10-2021 04:00,0.6,None,83.4,0.5,207.8
26-10-2021 04:00,26-10-2021 04:15,0.6,None,83.4,0.5,217.3
26-10-2021 04:15,26-10-2021 04:30,0.6,None,83.4,0.4,272
26-10-2021 04:30,26-10-2021 04:45,0.5,None,83.3,0.5,277.8
26-10-2021 04:45,26-10-2021 05:00,0.4,None,83.3,0.6,222.5
26-10-2021 05:00,26-10-2021 05:15,0.4,None,83.3,0.6,213.6
26-10-2021 05:15,26-10-2021 05:30,0.4,None,83.3,0.5,247.9
26-10-2021 05:30,26-10-2021 05:45,0.3,None,83.3,0.5,280.9
26-10-2021 05:45,26-10-2021 06:00,0.4,None,83.2,0.6,225
26-10-2021 06:00,26-10-2021 06:15,0.4,None,83.2,0.6,271.5
26-10-2021 06:15,26-10-2021 06:30,0.3,None,83.2,0.6,289
26-10-2021 06:30,26-10-2021 06:45,0.3,None,83.2,0.6,254.8
26-10-2021 06:45,26-10-2021 07:00,0.3,None,83,0.7,232.3
26-10-2021 07:00,26-10-2021 07:15,0.3,None,83.2,0.6,231.1
26-10-2021 07:15,26-10-2021 07:30,0.3,None,83.3,0.5,270.1
26-10-2021 07:30,26-10-2021 07:45,0.5,None,83.4,0.8,229.3
26-10-2021 07:45,26-10-2021 08:00,0.4,None,83.3,0.6,246.2
26-10-2021 08:00,26-10-2021 08:15,0.4,None,81.4,0.6,251.6
26-10-2021 08:15,26-10-2021 08:30,0.4,None,76.6,0.5,288.8
26-10-2021 08:30,26-10-2021 08:45,0.4,None,70.8,0.9,324.2
26-10-2021 08:45,26-10-2021 09:00,0.5,None,65.5,0.6,307.3
26-10-2021 09:00,26-10-2021 09:15,0.4,None,61,0.6,310
26-10-2021 09:15,26-10-2021 09:30,0.6,None,58.2,0.6,298.8
26-10-2021 09:30,26-10-2021 09:45,0.4,None,53.3,6.1,136.3
26-10-2021 09:45,26-10-2021 10:00,0.4,None,50.5,7.4,136.2
26-10-2021 10:00,26-10-2021 10:15,0.3,None,49,7.3,136.2
26-10-2021 10:15,26-10-2021 10:30,0.3,None,47.1,6.8,136
26-10-2021 10:30,26-10-2021 10:45,0.2,None,44.9,2.5,129.9
26-10-2021 10:45,26-10-2021 11:00,0.2,None,45.9,4,133.9
26-10-2021 11:00,26-10-2021 11:15,0.2,None,44.2,4.4,136.2
26-10-2021 11:15,26-10-2021 11:30,0.2,None,36.2,1.3,147.2
26-10-2021 11:30,26-10-2021 11:45,0.2,None,47.5,0.9,306.3
26-10-2021 11:45,26-10-2021 12:00,0.2,None,45.6,1.7,320.3
26-10-2021 12:00,26-10-2021 12:15,0.3,None,45.9,1.4,320
26-10-2021 12:15,26-10-2021 12:30,0.2,None,46.1,3.8,131.6
26-10-2021 12:30,26-10-2021 12:45,0.1,None,45.8,1.5,108.9
26-10-2021 12:45,26-10-2021 13:00,0.1,None,45.4,2.2,132.4
26-10-2021 13:00,26-10-2021 13:15,0.3,None,44.8,0.9,353.4
26-10-2021 13:15,26-10-2021 13:30,0.2,None,44.5,0.8,326
26-10-2021 13:30,26-10-2021 13:45,0.2,None,44.9,0.8,104.2
26-10-2021 13:45,26-10-2021 14:00,0.1,None,45.1,1.9,114.5
26-10-2021 14:00,26-10-2021 14:15,0.2,None,45.6,0.6,338.9
26-10-2021 14:15,26-10-2021 14:30,0.2,None,44.9,0.8,74.3
26-10-2021 14:30,26-10-2021 14:45,0.2,None,46,0.7,354
26-10-2021 14:45,26-10-2021 15:00,0.1,None,46.3,2,123.9
26-10-2021 15:00,26-10-2021 15:15,0.2,None,46.6,1.2,103.4
26-10-2021 15:15,26-10-2021 15:30,0.2,None,46.4,1,338.8
26-10-2021 15:30,26-10-2021 15:45,0.2,None,45.8,1.6,107.5
26-10-2021 15:45,26-10-2021 16:00,0.2,None,46.4,3.4,126.5
26-10-2021 16:00,26-10-2021 16:15,0.1,None,46.9,7,135.7
26-10-2021 16:15,26-10-2021 16:30,0.1,None,47,3,125.1
26-10-2021 16:30,26-10-2021 16:45,0.3,None,47.2,3.4,129
26-10-2021 16:45,26-10-2021 17:00,0.3,None,48,0.6,36.4
26-10-2021 17:00,26-10-2021 17:15,0.1,None,49.6,1.2,350.1
26-10-2021 17:15,26-10-2021 17:30,0.2,None,54,3.9,132.1
26-10-2021 17:30,26-10-2021 17:45,0.1,None,58.6,7.4,136.2
26-10-2021 17:45,26-10-2021 18:00,0.1,None,62.6,7.4,136.3
26-10-2021 18:00,26-10-2021 18:15,0.3,None,64.3,7.4,136.2
26-10-2021 18:15,26-10-2021 18:30,0.2,None,66.1,7.4,136.3
26-10-2021 18:30,26-10-2021 18:45,0.2,None,65.2,7.4,136.2
26-10-2021 18:45,26-10-2021 19:00,0.3,None,61.6,7.4,136.2
26-10-2021 19:00,26-10-2021 19:15,0.4,None,59.5,7.4,136.3
26-10-2021 19:15,26-10-2021 19:30,0.6,None,63.3,7.4,136.2
26-10-2021 19:30,26-10-2021 19:45,0.6,None,68.4,7.4,136.2
26-10-2021 19:45,26-10-2021 20:00,0.3,None,71.4,7.4,136.3
26-10-2021 20:00,26-10-2021 20:15,0.3,None,73.7,7.4,136.3
26-10-2021 20:15,26-10-2021 20:30,0.4,None,75.8,7.4,136.2
26-10-2021 20:30,26-10-2021 20:45,0.4,None,77.9,7.4,136.3
26-10-2021 20:45,26-10-2021 21:00,0.4,None,79.9,7.4,136.3
26-10-2021 21:00,26-10-2021 21:15,0.5,None,81.1,7.4,136.4
26-10-2021 21:15,26-10-2021 21:30,0.4,None,81.6,7.4,136.3
26-10-2021 21:30,26-10-2021 21:45,0.4,None,82.1,7.4,136.3
26-10-2021 21:45,26-10-2021 22:00,0.4,None,82.6,7.4,136.3
26-10-2021 22:00,26-10-2021 22:15,0.5,None,82.8,7.4,136.3
26-10-2021 22:15,26-10-2021 22:30,0.5,None,83.2,7.4,136.3
26-10-2021 22:30,26-10-2021 22:45,0.5,None,82.9,7.4,136.3
26-10-2021 22:45,26-10-2021 23:00,0.5,None,82.3,7.4,136.3
26-10-2021 23:00,26-10-2021 23:15,None,None,None,None,None
26-10-2021 23:15,26-10-2021 23:30,None,None,None,None,None
26-10-2021 23:30,26-10-2021 23:45,None,None,None,None,None
26-10-2021 23:45,27-10-2021 00:00,None,None,None,None,None
27-10-2021 00:00,27-10-2021 00:15,None,None,None,None,None
27-10-2021 00:15,27-10-2021 00:30,None,None,None,None,None
27-10-2021 00:30,27-10-2021 00:45,None,None,None,None,None
27-10-2021 00:45,27-10-2021 01:00,None,None,None,None,None
27-10-2021 01:00,27-10-2021 01:15,None,None,None,None,None
27-10-2021 01:15,27-10-2021 01:30,None,None,None,None,None
27-10-2021 01:30,27-10-2021 01:45,None,None,None,None,None
27-10-2021 01:45,27-10-2021 02:00,None,None,None,None,None
27-10-2021 02:00,27-10-2021 02:15,None,None,None,None,None
27-10-2021 02:15,27-10-2021 02:30,None,None,None,None,None
27-10-2021 02:30,27-10-2021 02:45,None,None,None,None,None
27-10-2021 02:45,27-10-2021 03:00,None,None,None,None,None
27-10-2021 03:00,27-10-2021 03:15,None,None,None,None,None
27-10-2021 03:15,27-10-2021 03:30,None,None,None,None,None
27-10-2021 03:30,27-10-2021 03:45,None,None,None,None,None
27-10-2021 03:45,27-10-2021 04:00,None,None,None,None,None
27-10-2021 04:00,27-10-2021 04:15,None,None,None,None,None
27-10-2021 04:15,27-10-2021 04:30,None,None,None,None,None
27-10-2021 04:30,27-10-2021 04:45,None,None,None,None,None
27-10-2021 04:45,27-10-2021 05:00,None,None,None,None,None
27-10-2021 05:00,27-10-2021 05:15,None,None,None,None,None
27-10-2021 05:15,27-10-2021 05:30,None,None,None,None,None
27-10-2021 05:30,27-10-2021 05:45,None,None,None,None,None
27-10-2021 05:45,27-10-2021 06:00,None,None,None,None,None
27-10-2021 06:00,27-10-2021 06:15,None,None,None,None,None
27-10-2021 06:15,27-10-2021 06:30,None,None,None,None,None
27-10-2021 06:30,27-10-2021 06:45,None,None,None,None,None
27-10-2021 06:45,27-10-2021 07:00,None,None,None,None,None
27-10-2021 07:00,27-10-2021 07:15,None,None,None,None,None
27-10-2021 07:15,27-10-2021 07:30,None,None,None,None,None
27-10-2021 07:30,27-10-2021 07:45,None,None,None,None,None
27-10-2021 07:45,27-10-2021 08:00,None,None,None,None,None
27-10-2021 08:00,27-10-2021 08:15,None,None,None,None,None
27-10-2021 08:15,27-10-2021 08:30,None,None,None,None,None
27-10-2021 08:30,27-10-2021 08:45,None,None,None,None,None
27-10-2021 08:45,27-10-2021 09:00,None,None,None,None,None
27-10-2021 09:00,27-10-2021 09:15,None,None,None,None,None
27-10-2021 09:15,27-10-2021 09:30,None,None,None,None,None
27-10-2021 09:30,27-10-2021 09:45,None,None,None,None,None
27-10-2021 09:45,27-10-2021 10:00,None,None,None,None,None
27-10-2021 10:00,27-10-2021 10:15,None,None,None,None,None
27-10-2021 10:15,27-10-2021 10:30,None,None,None,None,None
27-10-2021 10:30,27-10-2021 10:45,None,None,None,None,None
27-10-2021 10:45,27-10-2021 11:00,None,None,None,None,None
27-10-2021 11:00,27-10-2021 11:15,None,None,None,None,None
27-10-2021 11:15,27-10-2021 11:30,None,None,None,None,None
27-10-2021 11:30,27-10-2021 11:45,None,None,None,None,None
27-10-2021 11:45,27-10-2021 12:00,None,None,None,None,None
27-10-2021 12:00,27-10-2021 12:15,None,None,None,None,None
27-10-2021 12:15,27-10-2021 12:30,None,None,None,None,None
27-10-2021 12:30,27-10-2021 12:45,None,None,None,None,None
27-10-2021 12:45,27-10-2021 13:00,None,None,None,None,None
27-10-2021 13:00,27-10-2021 13:15,None,None,None,None,None
27-10-2021 13:15,27-10-2021 13:30,None,None,None,None,None
27-10-2021 13:30,27-10-2021 13:45,None,None,38.7,2.2,357.1
27-10-2021 13:45,27-10-2021 14:00,0,None,38.6,1,35.6
27-10-2021 14:00,27-10-2021 14:15,0.2,None,38.5,1.5,358.2
27-10-2021 14:15,27-10-2021 14:30,0.3,None,38.4,1.7,357.6
27-10-2021 14:30,27-10-2021 14:45,0.2,None,38.5,1.8,353.2
27-10-2021 14:45,27-10-2021 15:00,0.2,None,39.1,1.7,348.5
27-10-2021 15:00,27-10-2021 15:15,0.2,None,39.1,1.6,352.3
27-10-2021 15:15,27-10-2021 15:30,0.2,None,39.2,1.7,353.6
27-10-2021 15:30,27-10-2021 15:45,0.4,None,39.8,1.6,1.3
27-10-2021 15:45,27-10-2021 16:00,0.2,None,40.8,1.5,348.6
27-10-2021 16:00,27-10-2021 16:15,0.4,None,41.4,1.4,349.8
27-10-2021 16:15,27-10-2021 16:30,0.2,None,41.3,1.9,348.3
27-10-2021 16:30,27-10-2021 16:45,0.2,None,42.1,1.6,345.6
27-10-2021 16:45,27-10-2021 17:00,0.1,None,42.9,1.7,346.9
27-10-2021 17:00,27-10-2021 17:15,0.3,None,45.4,1,338.8
27-10-2021 17:15,27-10-2021 17:30,0.3,None,49.8,0.8,328.5
27-10-2021 17:30,27-10-2021 17:45,0.2,None,53.4,0.7,319
27-10-2021 17:45,27-10-2021 18:00,0.2,None,57.6,0.9,326.1
27-10-2021 18:00,27-10-2021 18:15,0.2,None,60.1,0.9,330
27-10-2021 18:15,27-10-2021 18:30,0.3,None,61.6,0.8,324.8
27-10-2021 18:30,27-10-2021 18:45,0.3,None,62.8,0.8,324.1
27-10-2021 18:45,27-10-2021 19:00,0.4,None,64.8,0.7,319.7
27-10-2021 19:00,27-10-2021 19:15,0.8,None,65.4,0.9,332.2
27-10-2021 19:15,27-10-2021 19:30,0.6,None,65.7,0.9,327.5
27-10-2021 19:30,27-10-2021 19:45,0.5,None,66.4,1.1,338.2
27-10-2021 19:45,27-10-2021 20:00,0.4,None,68.9,1,334.3
27-10-2021 20:00,27-10-2021 20:15,0.5,None,70.4,0.9,329.9
27-10-2021 20:15,27-10-2021 20:30,0.5,None,69.7,0.8,329.6
27-10-2021 20:30,27-10-2021 20:45,0.5,None,70,0.6,319.5
27-10-2021 20:45,27-10-2021 21:00,0.5,None,69.3,0.6,337.2
27-10-2021 21:00,27-10-2021 21:15,0.5,None,68.8,0.4,303.4
27-10-2021 21:15,27-10-2021 21:30,0.4,None,68.5,0.6,319.8
27-10-2021 21:30,27-10-2021 21:45,0.4,None,69.8,0.6,315
27-10-2021 21:45,27-10-2021 22:00,0.4,None,71.3,0.5,313
27-10-2021 22:00,27-10-2021 22:15,0.5,None,71.2,0.6,330
27-10-2021 22:15,27-10-2021 22:30,0.4,None,71,0.6,329
27-10-2021 22:30,27-10-2021 22:45,0.6,None,71.6,0.6,324.8
27-10-2021 22:45,27-10-2021 23:00,0.6,None,72.7,1.1,340.3
27-10-2021 23:00,27-10-2021 23:15,0.7,None,74.4,0.9,343.3
27-10-2021 23:15,27-10-2021 23:30,0.7,None,75.5,0.9,340.3
27-10-2021 23:30,27-10-2021 23:45,0.5,None,75.7,1,337.1
27-10-2021 23:45,28-10-2021 00:00,0.8,None,74.6,0.7,328.7
28-10-2021 00:00,28-10-2021 00:15,0.5,None,74.7,0.7,332.3
28-10-2021 00:15,28-10-2021 00:30,0.5,None,75.7,0.6,313
28-10-2021 00:30,28-10-2021 00:45,0.5,None,76.2,0.6,322.3
28-10-2021 00:45,28-10-2021 01:00,0.6,None,76.8,0.7,329.3
28-10-2021 01:00,28-10-2021 01:15,0.4,None,77.8,0.9,335.8
28-10-2021 01:15,28-10-2021 01:30,0.4,None,77.9,0.6,338.2
28-10-2021 01:30,28-10-2021 01:45,0.4,None,78.3,0.4,319.7
28-10-2021 01:45,28-10-2021 02:00,0.3,None,78.5,0.3,305.7
28-10-2021 02:00,28-10-2021 02:15,0.4,None,78.7,0.3,238
28-10-2021 02:15,28-10-2021 02:30,0.4,None,78.9,0.6,246.9
28-10-2021 02:30,28-10-2021 02:45,0.3,None,80.4,0.7,238.4
28-10-2021 02:45,28-10-2021 03:00,0.4,None,82.7,0.6,273.2
28-10-2021 03:00,28-10-2021 03:15,0.3,None,83.4,0.7,275.5
28-10-2021 03:15,28-10-2021 03:30,0.3,None,83.4,0.5,288.7
28-10-2021 03:30,28-10-2021 03:45,0.2,None,83.8,0.6,271
28-10-2021 03:45,28-10-2021 04:00,0.2,None,83.9,0.5,255.5
28-10-2021 04:00,28-10-2021 04:15,0.4,None,83.9,0.6,209.3
28-10-2021 04:15,28-10-2021 04:30,0.3,None,83.8,0.7,215.8
28-10-2021 04:30,28-10-2021 04:45,0.3,None,83.8,0.6,196.7
28-10-2021 04:45,28-10-2021 05:00,0.3,None,83.8,0.7,209.2
28-10-2021 05:00,28-10-2021 05:15,0.2,None,83.8,0.7,213.1
28-10-2021 05:15,28-10-2021 05:30,0.2,None,83.7,0.6,213.9
28-10-2021 05:30,28-10-2021 05:45,0.3,None,83.8,0.8,212.9
28-10-2021 05:45,28-10-2021 06:00,0.3,None,83.5,0.9,244
28-10-2021 06:00,28-10-2021 06:15,0.3,None,83.4,0.8,253.3
28-10-2021 06:15,28-10-2021 06:30,0.3,None,83.5,0.9,224
28-10-2021 06:30,28-10-2021 06:45,0.3,None,83.4,0.8,252.8
28-10-2021 06:45,28-10-2021 07:00,0.4,None,83.6,0.7,263.2
28-10-2021 07:00,28-10-2021 07:15,0.5,None,83.5,0.6,292
28-10-2021 07:15,28-10-2021 07:30,0.5,None,83.8,0.7,254.7
28-10-2021 07:30,28-10-2021 07:45,0.4,None,83.1,0.6,260.3
28-10-2021 07:45,28-10-2021 08:00,0.4,None,78.3,0.8,248
28-10-2021 08:00,28-10-2021 08:15,0.4,None,75.3,0.6,254.1
28-10-2021 08:15,28-10-2021 08:30,0.4,None,70.9,0.6,265.5
28-10-2021 08:30,28-10-2021 08:45,0.4,None,66.4,1.1,152
28-10-2021 08:45,28-10-2021 09:00,0.5,None,61.9,6.4,137.7
28-10-2021 09:00,28-10-2021 09:15,0.5,None,58.1,1.3,174.1
28-10-2021 09:15,28-10-2021 09:30,0.4,None,54.3,0.6,256
28-10-2021 09:30,28-10-2021 09:45,0.4,None,50.4,0.8,315.8
28-10-2021 09:45,28-10-2021 10:00,0.4,None,48.6,0.8,296.6
28-10-2021 10:00,28-10-2021 10:15,0.5,None,47.3,0.9,270.2
28-10-2021 10:15,28-10-2021 10:30,0.4,None,44.1,0.6,297.8
28-10-2021 10:30,28-10-2021 10:45,0.3,None,42.1,0.8,325.5
28-10-2021 10:45,28-10-2021 11:00,0.3,None,42.3,0.9,324.6
28-10-2021 11:00,28-10-2021 11:15,0.3,None,41.8,1.2,330
28-10-2021 11:15,28-10-2021 11:30,0.3,None,41.2,1.2,341.1
28-10-2021 11:30,28-10-2021 11:45,0.3,None,41.1,1.3,338.7
28-10-2021 11:45,28-10-2021 12:00,0.2,None,40.7,1.2,351.6
28-10-2021 12:00,28-10-2021 12:15,0.2,None,40.5,1.4,353.2
28-10-2021 12:15,28-10-2021 12:30,0.2,None,40.8,1.9,339.5
28-10-2021 12:30,28-10-2021 12:45,0.3,None,39.5,1.3,347.3
28-10-2021 12:45,28-10-2021 13:00,0.2,None,39,1.7,344.1
28-10-2021 13:00,28-10-2021 13:15,0.3,None,39,1.5,349.7
28-10-2021 13:15,28-10-2021 13:30,0.2,None,39,1.7,348.5
28-10-2021 13:30,28-10-2021 13:45,0.2,None,39.3,1.3,352.1
28-10-2021 13:45,28-10-2021 14:00,0.2,None,38.5,1,24.5
28-10-2021 14:00,28-10-2021 14:15,0.2,None,37.9,1.3,353.3
28-10-2021 14:15,28-10-2021 14:30,0.3,None,37.9,1.4,352.4
28-10-2021 14:30,28-10-2021 14:45,0.3,None,36.9,1.7,350
28-10-2021 14:45,28-10-2021 15:00,0.2,None,38.2,1.4,349.8
28-10-2021 15:00,28-10-2021 15:15,0.1,None,38,1.7,352.6
28-10-2021 15:15,28-10-2021 15:30,0.2,None,39.3,1.2,6.4
28-10-2021 15:30,28-10-2021 15:45,0.2,None,40.2,0.9,8.3
28-10-2021 15:45,28-10-2021 16:00,0.4,None,41.1,1.1,357.1
28-10-2021 16:00,28-10-2021 16:15,0.5,None,41.8,1,355.2
28-10-2021 16:15,28-10-2021 16:30,0.5,None,42.4,1.1,354.8
28-10-2021 16:30,28-10-2021 16:45,0.4,None,42.4,1.1,354.1
28-10-2021 16:45,28-10-2021 17:00,0.4,None,44,0.8,5.6
28-10-2021 17:00,28-10-2021 17:15,0.2,None,45,0.8,3.5
28-10-2021 17:15,28-10-2021 17:30,0.3,None,49.2,0.6,358.4
28-10-2021 17:30,28-10-2021 17:45,0.4,None,53.3,0.8,349
28-10-2021 17:45,28-10-2021 18:00,0.4,None,55.7,0.9,348.1
28-10-2021 18:00,28-10-2021 18:15,0.4,None,57.1,0.8,340.4
28-10-2021 18:15,28-10-2021 18:30,0.4,None,58.2,0.8,333.2
28-10-2021 18:30,28-10-2021 18:45,0.3,None,58.6,0.5,319.6
28-10-2021 18:45,28-10-2021 19:00,0.4,None,59.5,0.3,293.7
28-10-2021 19:00,28-10-2021 19:15,0.3,None,62.8,0.5,196.2
28-10-2021 19:15,28-10-2021 19:30,0.7,None,66.7,0.5,233.7
28-10-2021 19:30,28-10-2021 19:45,0.6,None,67.7,0.3,287.2
28-10-2021 19:45,28-10-2021 20:00,1.4,None,67.4,0.4,201.5
28-10-2021 20:00,28-10-2021 20:15,1.5,None,69.2,0.6,189.5
28-10-2021 20:15,28-10-2021 20:30,1,None,71.8,0.6,196.8
28-10-2021 20:30,28-10-2021 20:45,0.5,None,74.5,0.5,219.5
28-10-2021 20:45,28-10-2021 21:00,0.6,None,75.7,0.5,237.4
28-10-2021 21:00,28-10-2021 21:15,0.9,None,75.7,0.5,194
28-10-2021 21:15,28-10-2021 21:30,1,None,76.3,0.6,192.1
28-10-2021 21:30,28-10-2021 21:45,0.8,None,77.4,0.6,197.6
28-10-2021 21:45,28-10-2021 22:00,0.7,None,78.2,0.4,261.4
28-10-2021 22:00,28-10-2021 22:15,0.8,None,77.7,0.6,268.8
28-10-2021 22:15,28-10-2021 22:30,1.2,None,78.2,0.5,212
28-10-2021 22:30,28-10-2021 22:45,0.9,None,78.4,0.4,186.8
28-10-2021 22:45,28-10-2021 23:00,1.1,None,78.5,0.6,187.4
28-10-2021 23:00,28-10-2021 23:15,0.6,None,78.6,0.6,194.9
28-10-2021 23:15,28-10-2021 23:30,0.6,None,79,0.5,193.5
28-10-2021 23:30,28-10-2021 23:45,0.7,None,81.9,0.6,199.8
28-10-2021 23:45,29-10-2021 00:00,0.6,None,82.9,0.5,217.6
29-10-2021 00:00,29-10-2021 00:15,1.2,None,82.8,0.5,204.8
29-10-2021 00:15,29-10-2021 00:30,0.7,None,83.5,0.5,247.8
29-10-2021 00:30,29-10-2021 00:45,0.7,None,83.5,0.5,270.8
29-10-2021 00:45,29-10-2021 01:00,0.7,None,83.5,0.7,230.9
29-10-2021 01:00,29-10-2021 01:15,0.6,None,83.6,0.6,215.7
29-10-2021 01:15,29-10-2021 01:30,0.7,None,83.8,0.6,202.3
29-10-2021 01:30,29-10-2021 01:45,0.5,None,83.9,0.7,224.8
29-10-2021 01:45,29-10-2021 02:00,0.6,None,83.9,0.6,202.9
29-10-2021 02:00,29-10-2021 02:15,0.6,None,83.9,0.6,195.6
29-10-2021 02:15,29-10-2021 02:30,0.4,None,83.9,0.7,202.9
29-10-2021 02:30,29-10-2021 02:45,0.4,None,83.8,0.6,204
29-10-2021 02:45,29-10-2021 03:00,0.4,None,83.5,0.5,208.3
29-10-2021 03:00,29-10-2021 03:15,0.4,None,83.1,0.7,198.1
29-10-2021 03:15,29-10-2021 03:30,0.5,None,83,0.6,203.9
29-10-2021 03:30,29-10-2021 03:45,0.5,None,83,0.7,208.9
29-10-2021 03:45,29-10-2021 04:00,0.5,None,83.1,0.6,204.8
29-10-2021 04:00,29-10-2021 04:15,0.5,None,83,0.7,226
29-10-2021 04:15,29-10-2021 04:30,0.6,None,82.7,0.6,255.1
29-10-2021 04:30,29-10-2021 04:45,0.6,None,82.3,0.8,262
29-10-2021 04:45,29-10-2021 05:00,0.6,None,82.9,0.6,276.3
29-10-2021 05:00,29-10-2021 05:15,0.6,None,83,0.4,279.8
29-10-2021 05:15,29-10-2021 05:30,0.5,None,83.3,0.5,287
29-10-2021 05:30,29-10-2021 05:45,0.5,None,87,0.4,239.4
29-10-2021 05:45,29-10-2021 06:00,0.6,None,87,0.4,276.8
29-10-2021 06:00,29-10-2021 06:15,0.6,None,87,0.5,234.9
29-10-2021 06:15,29-10-2021 06:30,0.5,None,87,0.7,169
29-10-2021 06:30,29-10-2021 06:45,0.6,None,87,0.6,211.5
29-10-2021 06:45,29-10-2021 07:00,0.6,None,87,0.6,210.8
29-10-2021 07:00,29-10-2021 07:15,0.6,None,87,0.4,247.8
29-10-2021 07:15,29-10-2021 07:30,0.5,None,87,0.5,311.4
29-10-2021 07:30,29-10-2021 07:45,0.5,None,85.8,0.5,302.2
29-10-2021 07:45,29-10-2021 08:00,0.5,None,82.9,0.6,250
29-10-2021 08:00,29-10-2021 08:15,0.6,None,76.3,0.5,293.3
