PlaceName,latitude,longitude
Basi Basi ,28.5948,77.3862
Sehāni Kalān Sehani Kalan ,28.69055,77.42072
Morta Morta ,28.72382,77.45532
Dād Dad ,28.5653,77.43367
Khera Distributary Khera Distributary ,28.87664,77.29695
Mītli Distributary Mitli Distributary ,28.83487,77.28953
Sarauli Distributary Sarauli Distributary ,28.76939,77.31362
Daula Distributary Daula Distributary ,28.8578,77.36765
Idrīspur Distributary Idrispur Distributary ,28.97404,77.37636
Dhindhār Distributary Dhindhar Distributary ,28.80001,77.4549
Ghyāspur Branch Distributary Ghyaspur Branch Distributary ,28.79121,77.42701
Right Bhola Distributary Right Bhola Distributary ,28.8817,77.47824
Gadhi Drain Gadhi Drain ,28.9969,77.27734
Rāmpur Drain Rampur Drain ,28.95778,77.32665
Basi Drain Basi Drain ,28.87676,77.29742
Daula Drain Daula Drain ,28.81823,77.39752
Budhera Drain Budhera Drain ,28.9566,77.39195
Tera Drain Tera Drain ,28.95645,77.39225
Tera Drain Tera Drain ,28.88395,77.40835
Bhīkampur Drain Bhikampur Drain ,28.7601,77.42417
Khurrampur Drain Khurrampur Drain ,28.77588,77.4864
Sonda Drain Sonda Drain ,28.7728,77.42632
Pābla Drain Pabla Drain ,28.90725,77.33927
Daula Drain Daula Drain ,28.88425,77.33476
Siwāl Drain Siwal Drain ,28.89093,77.49604
Sonda Drain Sonda Drain ,28.81932,77.49688
Jāni Escape Jani Escape ,28.97588,77.46885
Mahesh Mandir Mahesh Mandir ,28.93082,77.33997
Qiāmpur Minor Qiampur Minor ,28.9844,77.2791
Habībpur Minor Habibpur Minor ,28.937,77.28893
Ahera Minor Ahera Minor ,28.88641,77.27043
Gotra Minor Gotra Minor ,28.81246,77.29437
Firozpur Minor Firozpur Minor ,28.78406,77.31545
Nanu Minor Nanu Minor ,28.79407,77.25013
Pilāna Minor Pilana Minor ,28.91754,77.35413
Hisāoda Minor Hisaoda Minor ,28.98354,77.37238
Kākra Minor Kakra Minor ,28.79249,77.46644
Kumehra Minor Kumehra Minor ,28.84494,77.45232
Banehra Minor Banehra Minor ,28.83483,77.48353
Sohāna Minor Sohana Minor ,28.81985,77.49572
Rauli Kalan Protected Forest Rauli Kalan Protected Forest ,28.89923,77.44602
Hariākhera Protected Forest Hariakhera Protected Forest ,28.97115,77.4631
Pura Protected Forest Pura Protected Forest ,28.98617,77.46326
Bālmiki Temple Balmiki Temple ,28.95022,77.46125
Ghayāsari Ghayasari ,28.99762,77.28008
Chopra Maheshpur Chopra Maheshpur ,28.99916,77.30978
Ahmadshāhpur Padra Ahmadshahpur Padra ,28.98485,77.30111
Nibāli Nibali ,28.9814,77.29176
Pūthi Brahman Puthi Brahman ,28.98147,77.27571
Naurozpur Gūjar Naurozpur Gujar ,28.99499,77.25244
Mukarr Ampur Mukarr Ampur ,28.98711,77.25536
Santokhpur Santokhpur ,28.97881,77.25455
Bāghu Baghu ,28.97322,77.25653
Jawāhirpur Mewla Jawahirpur Mewla ,28.96496,77.28034
Bali Bali ,28.97006,77.28647
Mītli Mitli ,28.9618,77.30223
Rāmpurkhera Rampurkhera ,28.9677,77.3215
Gaurīpur Gauripur ,28.94605,77.30751
Basa Tikri Basa Tikri ,28.93812,77.31124
Chauhalda Chauhalda ,28.93707,77.28669
Sūrajpur Menwa Surajpur Menwa ,28.94267,77.27313
Mandi Mandi ,28.95285,77.27292
Tātīri Tatiri ,28.95326,77.26772
Kāshmābād Kashmabad Durbha Kashmabad Kāshmābād,28.93459,77.2542
Ahera Ahera ,28.92907,77.26751
Pābla Begmāwār Pabla Begmawar ,28.92025,77.30292
Harchandpur Harchandpur ,28.92109,77.27828
Salābatpurkheri Salabatpurkheri ,28.90738,77.31347
Mehrampur Mehrampur ,28.89893,77.32295
Basi Basi ,28.89784,77.29918
Sunera Sunera ,28.90107,77.28227
Bandpur Bandpur Anandpur Bandpur Ānandpur,28.90002,77.26798
Sikandarpur Sikandarpur ,28.85567,77.31446
Mubārikpur Mubarikpur ,28.84725,77.32262
Fakharpur Fakharpur Fakharpur Muhammad Shahpur Muhammad Shāhpur,28.83992,77.29927
Firozpur Firozpur ,28.83831,77.30596
Jahāngīrpur Dundāhera Jahangirpur Dundahera ,28.84184,77.27175
Hasanpur Mansūri Hasanpur Mansuri ,28.85233,77.26193
Nūrpur Nurpur ,28.85297,77.25746
Hājīpur Number One Hajipur Number One ,28.83564,77.26034
Hājīpur Number Two Hajipur Number Two ,28.83368,77.27068
Noraspur Noraspur ,28.83184,77.26236
Nanu Nanu ,28.82515,77.27549
Gotra Gotra ,28.81735,77.29798
Ghitaura Ghitaura ,28.80373,77.30918
Masūdābād Bāmla Masudabad Bamla ,28.79655,77.29038
Mandaula Mandaula ,28.81528,77.27335
Latīfpur Nawāda Latifpur Nawada ,28.79384,77.25206
Mīlk Bāmla Milk Bamla ,28.79068,77.26691
Panch Lok Panch Lok ,28.79452,77.27738
Agraula Agraula ,28.79068,77.2879
Alīābād Aliabad ,28.78491,77.29832
Dugrawali Dugrawali Dugrawali Sadabad Sadābād,28.78314,77.27837
Khānpur Zabti Khanpur Zabti ,28.77126,77.25159
Khudabās Khudabas ,28.76411,77.26202
Hāichipur Haichipur ,28.76264,77.25309
Ilāichīpur Ilaichipur ,28.76226,77.26485
Garhi Katiya Garhi Katiya ,28.75673,77.27412
Garhi Jassi Garhi Jassi ,28.76791,77.28836
Pābhi Sādiqpur Pabhi Sadiqpur ,28.77573,77.28493
Garhi Sablu Garhi Sablu ,28.77009,77.30305
Vikāsnagar Vikasnagar ,28.75638,77.28317
Mahmūdpur Mahmudpur ,28.75468,77.37306
Aurangābād Ristal Aurangabad Ristal ,28.75942,77.36499
Afzalnagar Afzalnagar ,28.76183,77.38117
Kotwālpur Kotwalpur ,28.76904,77.35555
Shakarpura Shakarpura ,28.76761,77.34401
Fatehābād Nithaura Fatehabad Nithaura ,28.76742,77.31401
Charauri Charauri ,28.77915,77.33637
Nusratābād Kharkhari Nusratabad Kharkhari ,28.7831,77.3189
Zāfarābād Ganauli Zafarabad Ganauli ,28.78784,77.33757
Bādshāhpur Badshahpur Badshahpur Bādshāhpur Sarauli,28.78792,77.34444
Nagla Nagla ,28.79258,77.36341
Dhārīpur Dharipur ,28.77818,77.37547
Meola Bhatti Meola Bhatti ,28.7781,77.35654
Murtazābād Murtazabad ,28.76584,77.38731
Bhāgaut Bhagaut ,28.80513,77.35924
Dagarpur Dagarpur ,28.80043,77.34246
Tigri Tigri Tigri,28.81347,77.33164
Nagla Bari Nagla Bari ,28.82201,77.32006
Bīnahpur Binahpur ,28.81757,77.35126
Bhairapur Bhairapur ,28.8205,77.36164
Ālamgīrpur Tokai Alamgirpur Tokai ,28.81385,77.39125
Phalaira Phalaira ,28.81155,77.39087
Singāoli Singaoli ,28.82423,77.37954
Nagla Bāhan Nagla Bahan ,28.82724,77.36113
Rataul Rataul Rataul,28.83235,77.34203
Lehchora Lehchora ,28.84857,77.36568
Shaikhpuri Shaikhpuri ,28.8406,77.35323
Nagla Baheri Nagla Baheri ,28.8506,77.34744
Naurozpur Aima Naurozpur Aima ,28.83932,77.3177
Khaila Khaila ,28.85984,77.36344
Mansūrpur Mansurpur ,28.86281,77.37872
Khāspur Khaspur ,28.8705,77.35847
Rāwan Rawan Baragoan Barāgoan Rawan Rāwan,28.87076,77.33302
Saidpur Kalān Saidpur Kalan ,28.88606,77.3259
Khera Ukāoli Khera Ukaoli ,28.89139,77.34336
Pānchi Panchi ,28.89196,77.36276
Dhakauli Dhakauli ,28.90216,77.36555
Lādpur Ladpur ,28.90588,77.38611
Kalyānpur Kalyanpur ,28.91298,77.35152
Khatta Pahlādpur Khatta Pahladpur ,28.91542,77.33134
Abdullāhpur Mewla Abdullahpur Mewla ,28.92229,77.35495
Sikehra Sikehra ,28.91741,77.37104
Pātauli Patauli ,28.92173,77.38409
Pilāna Pilana ,28.93925,77.37053
Rasūlpur Sankalputti Rasulpur Sankalputti ,28.93091,77.35379
Junmāni Junmani ,28.95668,77.35825
Maniārbari Maniarbari ,28.95651,77.37817
Hisāoda Hisaoda ,28.97205,77.36663
Ghauspur Ghauspur ,28.9787,77.35117
Amarpur Garhi Amarpur Garhi ,28.97791,77.33019
Basaund Basaund ,28.98328,77.32444
Sobhāpur Sobhapur ,28.98943,77.36284
Chakarsenpur Khurd Chakarsenpur Khurd ,28.99007,77.38096
Lohāra Lohara ,28.99322,77.39574
Budhseni Budhseni ,28.99668,77.43187
Shāhiahānpur Shahiahanpur Niwada Niwāda Shahiahanpur Shāhiahānpur,28.98136,77.43501
Saidpur Saidpur ,28.98016,77.42303
Aminnagar Sarāi Aminnagar Sarai ,28.98793,77.39484
Puthar Puthar Puthar,28.97269,77.39102
Singauli Ahīr Singauli Ahir ,28.97029,77.40883
Muazzampur Muazzampur ,28.96815,77.42857
Bhatta Pilāna Bhatta Pilana ,28.95574,77.38961
Khera Wirān Khera Wiran ,28.9474,77.40411
Mukarramatpur Mukarramatpur ,28.94413,77.4232
Sultānpur Sultanpur ,28.9367,77.40655
Murādgāmpur Muradgampur Muradgampur Murādgāmpur Roshangarh,28.94244,77.39197
Daulatpur Daulatpur ,28.93647,77.38814
Saidpur Khurd Saidpur Khurd ,28.92413,77.39591
Latīfpur Latifpur Datnagar Latifpur Latīfpur,28.92072,77.40557
Ghātauli Ghatauli ,28.92342,77.43626
Mukāri Mukari ,28.90768,77.42381
Kerka Kerka ,28.90054,77.3981
Makrandpur Makrandpur Makrandpur Ogti,28.9138,77.39003
Harsia Harsia ,28.88578,77.4048
Kunehra Kunehra ,28.88023,77.43067
Ālāpur Alapur ,28.87155,77.41008
Chamrāwal Chamrawal Chamrawal Chamrāwal,28.87579,77.38772
Laliāna Laliana ,28.85896,77.39235
Surāna Surana ,28.85949,77.4223
Qādirnagar Burāri Qadirnagar Burari ,28.84909,77.44441
Suthāri Suthari ,28.84308,77.42033
Shabānpur Shabanpur ,28.84628,77.39287
Gauna Gauna ,28.83688,77.38613
Singāoli Taga Singaoli Taga ,28.82806,77.3801
Shurtābād Shurtabad ,28.81729,77.39842
Bihang Bihang ,28.80896,77.41123
Rohillapur Rohillapur ,28.80836,77.43822
Rauli Khurd Rauli Khurd ,28.81343,77.44209
Khorājpur Khorajpur Khorajpur Khorājpur,28.819,77.43651
Husainpur Husainpur ,28.79779,77.44093
Reora Reora ,28.79399,77.42136
Puranpur Puranpur ,28.79516,77.38832
Kalanjari Kalanjari ,28.7888,77.3954
Sultānnagar Sultannagar ,28.78924,77.44389
Manauli Manauli ,28.78175,77.43617
Bhādoli Bhadoli ,28.77126,77.43115
Sarora Salempur Sarora Salempur ,28.77099,77.40527
Nayābās Ahmadnagar Nayabas Ahmadnagar ,28.77333,77.3866
Mukranda Mukranda ,28.75916,77.42831
Bahadurpur Bahadurpur ,28.75487,77.41934
Mathrāpur Mathrapur ,28.75089,77.41153
Bhīkampur Bhikampur ,28.75164,77.45696
Mahmūdābād Mahmudabad ,28.76247,77.44786
Asālatnagar Asalatnagar ,28.75307,77.49185
Basantpur Saintli Basantpur Saintli ,28.75258,77.47915
Sobhapur Sobhapur ,28.76251,77.484
Nabipur Nabipur ,28.76487,77.47213
Jalālpur Raghunāthpur Jalalpur Raghunathpur ,28.76967,77.48876
Sehbiswa Sehbiswa ,28.76764,77.49652
Chakarpur Chakarpur ,28.76708,77.4494
Kishanpur Kishanpur ,28.77949,77.45327
Sultānpur Sultanpur ,28.78401,77.46507
Sarna Sarna ,28.78261,77.49219
Khurrampur Khurrampur ,28.79123,77.47301
Ajabpur Singāoli Ajabpur Singaoli ,28.79435,77.49357
Roshanpur Salīmābād Roshanpur Salimabad ,28.79352,77.45825
Jalālpur Dhindhār Jalalpur Dhindhar ,28.80678,77.45945
Kākra Kakra ,28.81298,77.48262
Bandipur Bandipur ,28.82156,77.48619
Kharjiwanpur Kharjiwanpur ,28.82366,77.47001
Rauli Kalān Rauli Kalan ,28.83447,77.44224
Amīrpur Garhi Amirpur Garhi ,28.84113,77.45537
Kumehra Kumehra ,28.84443,77.46202
Khetwāri Khetwari ,28.83834,77.48442
Alāwalpur Alawalpur ,28.84477,77.49549
Sohāna Sohana ,28.86285,77.49232
Banehra Banehra ,28.86041,77.48765
Ghyāspur Ghyaspur ,28.86022,77.45833
Nagla Akkhu Nagla Akkhu ,28.86734,77.49902
Asadpur Nāngal Asadpur Nangal ,28.87756,77.48112
Khandora Khandora ,28.89049,77.4719
Jhilānwa Jhilanwa ,28.88358,77.46219
Bhawi Bhawi ,28.90347,77.49605
Muhammadpur Ahmed Bāghpat Muhammadpur Ahmed Baghpat ,28.90558,77.43799
Mator Mator ,28.9206,77.4546
Dhaolri Dhaolri ,28.92006,77.47992
Nānun Fatehpur Nanun Fatehpur ,28.92684,77.48052
Daulcha Daulcha ,28.93444,77.45477
Mīrpur Jakhera Mirpur Jakhera ,28.9385,77.4703
Sīkri Sikri ,28.93794,77.48906
Khajūri Khajuri ,28.94703,77.49494
Daluhera Daluhera ,28.96084,77.47966
Habībpur Nagla Habibpur Nagla ,28.94733,77.44773
Amīnpur Aminpur ,28.96253,77.44988
Pilāna Pilana ,28.96096,77.45602
Hariākhera Hariakhera ,28.96999,77.45503
Rāwa Rawa ,28.96954,77.49082
Muhammadpur Muhammadpur ,28.97291,77.4927
Nandpura Nandpura ,28.99398,77.47881
Pura Pura ,28.99923,77.45623
Nekpur Nekpur ,28.82534,77.41095
Āghpat Aghpat ,28.97564,77.35542
Sikhrāni Sikhrani ,28.75343,77.33042
Chāndīnagar Chandinagar ,28.87052,77.37463
Khera Khera ,28.96167,77.32426
Gurgaon Canal Gurgaon Canal ,28.32513,77.25012
Āgra Canal Agra Canal ,28.25012,77.35386
Gurgon Canal Feeder Gurgon Canal Feeder ,28.35784,77.34103
Harchandpur Distributary Harchandpur Distributary ,28.33061,77.26004
Sikrona Distributary Sikrona Distributary ,28.3075,77.26013
Sīkri Distributary Sikri Distributary ,28.27646,77.30709
Pahlādpur Distributary Pahladpur Distributary ,28.25024,77.27368
Rāmpur Distributary Rampur Distributary ,28.24995,77.38086
Ballabgarh Distributary Ballabgarh Distributary ,28.26865,77.32302
Chhānsa Distributary Chhansa Distributary ,28.25001,77.42127
Meola Mahārajpur Drain Meola Maharajpur Drain ,28.41522,77.27982
Sikrona Drain Sikrona Drain ,28.27725,77.25751
Gaunchhi Drain Gaunchhi Drain ,28.25003,77.26017
Sahrala Drain Sahrala Drain ,28.26305,77.25016
Ladhauli Drain Ladhauli Drain ,28.262,77.35327
Shāhpur Drain Shahpur Drain ,28.26414,77.35786
Ballabgarh Drain Ballabgarh Drain ,28.32163,77.34615
Sehatpur Drain Sehatpur Drain ,28.45634,77.35081
Nayābās Escape Nayabas Escape ,28.49144,77.40154
Narhāli Jungle Narhali Jungle ,28.27446,77.43032
Sūraj Kund Suraj Kund ,28.48333,77.28446
Barkhal Lake Barkhal Lake ,28.41549,77.27686
Nekpur Minor Nekpur Minor ,28.36685,77.2503
Farīdpur Minor Faridpur Minor ,28.38983,77.36429
Kheri Kalān Minor Kheri Kalan Minor ,28.31954,77.39178
Burīya Nadi Buriya Nadi Buriya Nadi Burīya Nadi Tilpat Drain,28.41079,77.44443
Jair Nāla Jair Nala ,28.25002,77.47271
Sangam Nāla Sangam Nala ,28.43521,77.4655
Central Railway Main Line Central Railway Main Line ,28.24998,77.32611
Rājpur Reserved Forest Rajpur Reserved Forest ,28.42531,77.43177
Shikārgāh Reserved Forest Shikargah Reserved Forest ,28.41745,77.45696
Alīpur Shikārgāh Alipur Shikargah ,28.41814,77.4325
Mūjeri Subminor Mujeri Subminor ,28.34412,77.36893
Megūpīr Ziārat Megupir Ziarat ,28.37849,77.40775
Lakarpur Lakarpur ,28.48751,77.29359
Indrāpuri Indrapuri ,28.49148,77.30599
Premnagar Premnagar ,28.48586,77.3078
Tājpur Tajpur ,28.49551,77.31325
Sarāj Khāja Saraj Khaja ,28.47491,77.31056
Bālgrām Balgram ,28.46274,77.29058
Arangpur Arangpur ,28.46109,77.26558
Meola Mahārājpur Meola Maharajpur ,28.44182,77.30346
Ankhīr Ankhir ,28.4233,77.28777
Daulatābād Daulatabad ,28.41798,77.31311
Barkhal Barkhal ,28.40968,77.27867
Bhānkri Bhankri ,28.39353,77.26051
Phūlgarhi Phulgarhi ,28.38761,77.26167
Dabwa Dabwa ,28.38546,77.27008
Nawāda Nawada ,28.39195,77.27201
Mājesar Majesar ,28.36609,77.30917
Sāran Saran ,28.37051,77.28764
Gāzīpur Gazipur ,28.37323,77.26816
Bājri Bajri ,28.37701,77.25408
Nagla Gūjrān Nagla Gujran ,28.36145,77.26721
Gaunchhr Gaunchhr ,28.34409,77.28685
Mālu ki Dhāni Malu ki Dhani ,28.33926,77.28358
Sarūrpur Sarurpur ,28.34291,77.26943
Qureshipur Qureshipur ,28.34331,77.25147
Mādalpur Madalpur ,28.32484,77.2576
Karnera Karnera ,28.31574,77.26785
Samaipur Samaipur ,28.31981,77.28179
Jhār Sentli Jhar Sentli ,28.30879,77.30428
Kailgaon Kailgaon ,28.29651,77.29913
Kandhauli Kandhauli ,28.30301,77.28772
Sikrona Sikrona ,28.30422,77.25588
Bhānakpur Bhanakpur ,28.28983,77.26382
Nagla Joglān Nagla Joglan ,28.28103,77.2803
Shāhpur Khurd Shahpur Khurd ,28.27861,77.30231
Pyāla Pyala ,28.2663,77.31243
Sīkri Sikri ,28.27476,77.28784
Softa Softa ,28.26286,77.28398
Harphala Harphala ,28.27559,77.26575
Harphali Harphali ,28.26316,77.26725
Godhpuri Godhpuri ,28.25217,77.2797
Dūndsa Dundsa ,28.25417,77.2981
Ladhauli Ladhauli ,28.26652,77.37287
Dīg Dig ,28.2604,77.347
Sāgarpur Sagarpur ,28.27609,77.33182
Sūnper Sunper ,28.28552,77.34109
Jajru Jajru ,28.29271,77.31199
Shāhpur Kalan Shahpur Kalan ,28.28016,77.35795
Bhatpura Bhatpura ,28.28027,77.36614
Bhebalpur Bhebalpur ,28.28175,77.3785
Sotai Sotai ,28.29206,77.36065
Machhgar Machhgar ,28.31219,77.3721
Sahūpura Sahupura ,28.30248,77.33671
Malerna Malerna ,28.30086,77.32435
Ūnchāgoon Unchagoon ,28.32533,77.33306
Chandāwali Chandawali ,28.31978,77.35159
Mūjeri Mujeri ,28.3382,77.35931
Nīmka Nimka ,28.35821,77.37292
Mirzāpur Mirzapur ,28.36002,77.35799
Faizūpur Faizupur ,28.37112,77.36498
Barauli Barauli ,28.37825,77.34391
Farīdābad New Town Faridabad New Town Faridabad New Town Farīdābad New Town,28.37448,77.32757
Ajraunda Ajraunda ,28.3954,77.31725
Pahlādpur Pahladpur ,28.38532,77.34609
Farīdpur Faridpur ,28.38296,77.37846
Bhatola Bhatola ,28.3915,77.36172
Kheri Khurd Kheri Khurd ,28.39414,77.37112
Kheri Kalān Kheri Kalan ,28.40172,77.37657
Būrhena Burhena ,28.39915,77.34421
Baselwāh Baselwah ,28.41766,77.34227
Wazīrpur Wazirpur ,28.43387,77.34704
Bādshāhpur Badshahpur ,28.43168,77.36416
Riwājpur Riwajpur ,28.43156,77.37382
Dheya Dheya ,28.43035,77.38065
Tikāoli Tikaoli ,28.43269,77.36988
Palwali Palwali ,28.43314,77.35901
Mawāi Drain Mawai Drain ,28.42212,77.40005
Mawāi Mawai ,28.4348,77.33191
Aitmādpur Aitmadpur ,28.45046,77.32203
Tilpat Tilpat Tilpat,28.46513,77.33285
Dadsia Dadsia ,28.4646,77.36979
Asālatpur Asalatpur ,28.48345,77.36206
Sehatpur Sehatpur ,28.47787,77.32804
Agwānpur Agwanpur Agwanpur Agwānpur,28.48774,77.33628
Ismāilpur Ismailpur ,28.49551,77.33959
Mīthepur Mithepur ,28.4974,77.31856
Sālārpur Salarpur ,28.48737,77.35563
Nāsarpur Nasarpur ,28.48691,77.35927
Harpāl ki Nangli Harpal ki Nangli ,28.49702,77.38218
Bāzīdpur Bazidpur ,28.49977,77.39226
Garhi Garhi ,28.49521,77.42432
Chhaprauli Chhaprauli ,28.49114,77.41693
Dostpur Mangrauli Dostpur Mangrauli ,28.4865,77.4171
Kundpura Kundpura ,28.48231,77.42843
Mohiāpur Mohiapur ,28.47813,77.4356
Gulāoli Gulaoli ,28.46787,77.44036
Yāqūtpur Yaqutpur ,28.47134,77.42358
Dostpur Mangrauli Dostpur Mangrauli ,28.48164,77.40295
Karāwali Karawali ,28.45389,77.39313
Sherpur Khādor Sherpur Khador ,28.45052,77.3839
Lālpur Lalpur ,28.45147,77.40441
Dalelpur Dalelpur ,28.45615,77.41385
Mozmābād Mozmabad ,28.43252,77.41326
Bhaskola Bhaskola ,28.43261,77.40937
Mahābatpur Mahabatpur ,28.43404,77.40554
Khānpur Khanpur ,28.42828,77.38343
Bhopāni Bhopani ,28.42576,77.3885
Nāchauli Nachauli ,28.41372,77.39829
Kānwra Kanwra ,28.41655,77.41255
Rājpur Kalān Rajpur Kalan ,28.41676,77.42748
Dungarpur Dungarpur ,28.41891,77.42239
Tilauri Khādar Tilauri Khadar ,28.41697,77.43715
Salharāwak Salharawak ,28.40928,77.4349
Sidhaula Sidhaula ,28.40418,77.44055
Tājpur Tajpur ,28.4045,77.43475
Jasāna Jasana ,28.40174,77.42634
Sidhaula Sidhaula ,28.39893,77.43486
Badarpur Saiyīd Badarpur Saiyid ,28.39886,77.41332
Tājūpur Tajupur ,28.38947,77.40565
Fattūpura Fattupura ,28.38318,77.39852
Shāhābād Shahabad ,28.38125,77.41291
Dhaikola Dhaikola ,28.38027,77.42636
Kabūlpur Khādar Kabulpur Khadar ,28.38733,77.4464
Mehmūdpur Mehmudpur ,28.37929,77.43387
Bhainsāoli Bhainsaoli ,28.36544,77.42076
Bhoāpur Bhoapur ,28.37273,77.40471
Sadpura Sadpura ,28.37114,77.38663
Tīgaon Tigaon ,28.3516,77.39741
Mandhāoli Mandhaoli ,28.34858,77.42109
Lahandola Lahandola ,28.35315,77.43122
Bahādorpur Bahadorpur ,28.33461,77.42976
Badrola Badrola ,28.34281,77.4107
Pahlādpur Pahladpur ,28.32732,77.40989
Nawāda Tīgaon Nawada Tigaon ,28.34285,77.37793
Bukhārpur Bukharpur ,28.32284,77.38617
Khera Khera ,28.31974,77.39596
Jūnera Junera ,28.31642,77.40947
Korāli Korali ,28.32408,77.4253
Atāli Atali ,28.29428,77.42131
Dayālpur Dayalpur ,28.30256,77.39029
Phaphūnda Phaphunda ,28.29368,77.38982
Garhkhera Garhkhera ,28.28942,77.40857
Maujpur Maujpur ,28.2881,77.43654
Narhāli Narhali ,28.26577,77.42097
Panhera Khurd Panhera Khurd ,28.26788,77.40252
Fatehpur Biloch Fatehpur Biloch ,28.2569,77.37235
Panhera Kalān Panhera Kalan ,28.25652,77.39385
Naryāla Naryala ,28.25239,77.41801
Ahmadpur Ahmadpur ,28.25697,77.4274
Makanpur Khādar Makanpur Khadar ,28.26928,77.49814
Jāfarpur Jafarpur ,28.27507,77.46831
Nagla Nagla ,28.28236,77.45957
Mothūka Mothuka ,28.28999,77.45979
Parasrāmpur Parasrampur Dulehpur Parasrampur Parasrāmpur,28.28609,77.48355
Latīfpur Latifpur ,28.2901,77.49562
Hasnāpur Hasnapur ,28.29821,77.46069
Kishanpur Kishanpur ,28.30392,77.45688
Arwa Arwa ,28.30535,77.46391
Faizpur Khādar Faizpur Khadar ,28.31057,77.45992
Imāmūddīnpur Imamuddinpur ,28.32363,77.46344
Chāndpur Chandpur ,28.32567,77.46649
Bela Khurd Bela Khurd ,28.34164,77.47072
Ghorāsan Ghorasan ,28.3461,77.473
Dalelgarh Dalelgarh ,28.3396,77.4703
Gharora Gharora ,28.35353,77.45902
Rāipur Kalān Raipur Kalan ,28.35961,77.45134
Shekhpur Shekhpur ,28.37259,77.48652
Mauzamābād Mauzamabad ,28.3741,77.48351
Akbarpur Akbarpur ,28.37814,77.47759
Alīpur Alipur ,28.36896,77.44957
Chīrsi Chirsi ,28.38496,77.44936
Kabūlpur Kalān Kabulpur Kalan ,28.39418,77.43949
Amīnpur Aminpur ,28.4027,77.44361
Garhi Sarmastpur Garhi Sarmastpur ,28.42941,77.47613
Atta Chuharpur Atta Chuharpur ,28.43552,77.49532
Kondli Kondli ,28.43718,77.47759
Shafīpur Shafipur ,28.44767,77.48742
Kāmbakhspur Kambakhspur ,28.4414,77.44563
Bādoli Badoli Badoli Bādoli,28.45773,77.46194
Jhatta Jhatta ,28.46415,77.45211
Rūhullāhpur Ruhullahpur ,28.46713,77.47755
Nāmoli Namoli ,28.47625,77.47647
Gūjarpur Gujarpur ,28.48273,77.47768
Nālgarha Rudharpur Nalgarha Rudharpur Nalgarha Rudharpur Narayanpur Narāyanpur Nālgarha Rudharpur,28.48387,77.44147
Mubārakpur Mubarakpur ,28.48397,77.46605
Gūjarpur Gujarpur ,28.49129,77.48265
Kheri Kheri ,28.35887,77.25388
Pratāpgarh Pratapgarh ,28.33814,77.29075
Ranhera Ranhera ,28.3336,77.30748
Fatehpur Chandīla Fatehpur Chandila ,28.41735,77.30465
Dhādar Dhadar ,28.4463,77.38984
Deri Deri ,28.44399,77.45688
Tilwāra Tilwara ,28.40885,77.4998
Shāhjahānpur Shahjahanpur ,28.31454,77.46461
Sīhi Sihi ,28.35985,77.33588
Muzakkīpur Cut Muzakkipur Cut ,28.91968,77.54521
Phaprāna Cut Phaprana Cut ,28.8356,77.54688
Sikri Kalān Branch Cut Sikri Kalan Branch Cut ,28.80766,77.54804
Jalālābād Cut Jalalabad Cut ,28.75741,77.52809
Gāgaul Cut Gagaul Cut ,28.877,77.68232
Kānsi Cut Kansi Cut ,28.87475,77.6816
Right Salāwa Distributary Right Salawa Distributary ,28.98838,77.51285
Pūth Distributary Puth Distributary ,28.82118,77.65225
Left Salāwa Distributary Left Salawa Distributary ,28.94854,77.61787
Meerut Distributary Meerut Distributary ,28.89008,77.73906
Jāni Drain Jani Drain ,28.92896,77.55899
Ujhera Drain Ujhera Drain ,28.85236,77.51996
Niwāri Drain Niwari Drain ,28.86486,77.57349
Nurpur Drain Nurpur Drain ,28.83744,77.51929
Bhīkampur Drain Bhikampur Drain ,28.77558,77.51654
Sikri Khurd Drain Sikri Khurd Drain ,28.79456,77.60291
Tibra Drain Tibra Drain ,28.79794,77.58292
Sheikhpuri Drain Sheikhpuri Drain ,28.82274,77.6348
Dhindāla Drain Dhindala Drain ,28.86524,77.57407
Pathānpura Drain Pathanpura Drain ,28.9609,77.63053
Kharauli Drain Kharauli Drain ,28.87471,77.68245
Mānauta Escape Manauta Escape ,28.78006,77.52092
Bhatjan Escape Bhatjan Escape ,28.82206,77.63894
Sūraj Kund Suraj Kund ,28.97583,77.72086
Modī Spinning and Weaving Mills Modi Spinning and Weaving Mills ,28.84663,77.58197
Modīpon Mills Modipon Mills ,28.835,77.58139
Timkiya Minor Timkiya Minor ,28.92693,77.52114
Kurāli Minor Kurali Minor ,28.93403,77.53809
Nagla Minor Nagla Minor ,28.89678,77.51955
Bhārāpur Minor Bharapur Minor ,28.90779,77.51208
Aghera Minor Aghera Minor ,28.87257,77.56353
Mawi Minor Mawi Minor ,28.85413,77.53963
Amrāla Minor Amrala Minor ,28.76881,77.60356
Kalchhīna Minor Kalchhina Minor ,28.76351,77.58356
Jahāngīrpur Minor Jahangirpur Minor ,28.78397,77.59463
Patti Minor Patti Minor ,28.79602,77.61154
Machhri Minor Machhri Minor ,28.80114,77.61407
Gadāna Minor Gadana Minor ,28.81832,77.60677
Shāhjahānpur Minor Shahjahanpur Minor ,28.82868,77.61102
Ganwāri Minor Ganwari Minor ,28.87681,77.61437
Kalanjri Minor Kalanjri Minor ,28.88294,77.58733
Meerut Minor Meerut Minor ,28.96225,77.65563
